"Order_ID","order_date","delivery_date","order_type","Customer_Name","profit","product_line","product_name","product_group","product_category"
"  1239258470","       23153","       23153","Retail","Wendell Summersby","         3.2","Sports","Bat 5-Ply","Racket Sports","Racket Sports"
"  1239266107","       23154","       23154","Retail","Dericka Pockran","       57.55","Outdoors","Tipee Summer Sleepin","Sleepingbags","Outdoors"
"  1239312711","       23159","       23159","Retail","Dianne Patchin","       115.2","Outdoors","Expedition Zero,Medi","Sleepingbags","Outdoors"
"  1239346133","       23163","       23163","Retail","Yan Kozlowski","        57.9","Clothes & Shoes","Big Guy Men's T-Shir","Eclipse Clothing","Clothes"
"  1239353855","       23165","       23165","Retail","Duncan Robertshawe","         6.6","Outdoors","Outback Spirits Kitc","Outdoor Gear","Outdoors"
"  1239368476","       23166","       23166","Retail","Wynella Lewis","       38.67","Sports","Football - Helmet S","American Football","Team Sports"
"  1239408849","       23171","       23171","Retail","Yan Kozlowski","        30.4","Sports","Football Super Bowl","American Football","Team Sports"
"  1239410348","       23172","       23176","Catalog","Candy Kinsey","        17.1","Clothes & Shoes","Tx Tribe Tank Top","Orion Clothing","Clothes"
"  1239416627","       23172","       23172","Retail","Attila Gibbs","       130.1","Clothes & Shoes","Mick's Men's Cl.Trac","Orion Clothing","Clothes"
"  1239418524","       23173","       23173","Retail","Cosi Rimmington","       204.2","Clothes & Shoes","Woman's Foxhole Jack","Eclipse Clothing","Clothes"
"  1239442095","       23176","       23180","Catalog","Wendell Summersby","        66.6","Children","South Peak Junior Tr","Tracker Kid's Clothe","Children Sports"
"  1239543223","       23188","       23188","Retail","Kyndal Hooks","        86.2","Clothes & Shoes","Woman's Woven Warm U","Eclipse Clothing","Clothes"
"  1239615368","       23197","       23197","Retail","Dianne Patchin","      107.33","Sports","Massif Bandit Ski Pa","Winter Sports","Winter Sports"
"  1239693951","       23207","       23207","Retail","Attila Gibbs","        44.7","Clothes & Shoes","Osprey Shadow Indoor","Osprey","Clothes"
"  1239735632","       23212","       23212","Retail","Viola Folsom","       556.3","Outdoors","Family Holiday 6","Tents","Outdoors"
"  1239765451","       23216","       23216","Retail","Tedi Lanzarone","       115.1","Clothes & Shoes","Badminton Cotton","Tracker Clothes","Clothes"
"  1239836937","       23225","       23225","Retail","David Black","        34.7","Sports","Triffy Logo T-Shirt","Jogging","Running - Jogging"
"  1239874523","       23230","       23230","Retail","David Black","        26.2","Clothes & Shoes","Swimming Trunks Stru","Tracker Clothes","Clothes"
"  1239972644","       23243","       23245","Catalog","Dericka Pockran","          56","Clothes & Shoes","Mns.jacket Jacket","Tracker Clothes","Clothes"
"  1239994933","       23245","       23245","Retail","Kyndal Hooks","       116.1","Clothes & Shoes","Indoor Handbold Spec","Tracker Shoes","Shoes"
"  1240051245","       23252","       23258","Internet","Viola Folsom","       146.7","Outdoors","4men Men's Polar Dow","Anoraks & Parkas","Outdoors"
"  1240060066","       23253","       23253","Retail","Tedi Lanzarone","        80.7","Outdoors","Topper Pants","Anoraks & Parkas","Outdoors"
"  1240187143","       23270","       23274","Catalog","Candy Kinsey","          38","Sports","Rollerskate Roller S","Skates","Assorted Sports Arti"
"  1240283215","       23281","       23281","Retail","Yan Kozlowski","       85.95","Sports","Hi-fly Intrepid Stan","Golf","Golf"
"  1240306942","       23284","       23284","Retail","Kyndal Hooks","         4.5","Outdoors","Knife","Outdoor Gear","Outdoors"
"  1240314956","       23285","       23285","Retail","Jimmie Evans","        52.5","Outdoors","Men's Pants, Basic","Outdoor Gear","Outdoors"
"  1240355393","       23290","       23290","Retail","Karen Ballinger","       41.95","Outdoors","Expedition10,Medium,","Sleepingbags","Outdoors"
"  1240379679","       23293","       23293","Retail","James Klisurich","       49.85","Outdoors","Black/Black","Backpacks","Outdoors"
"  1240387741","       23294","       23294","Retail","Wynella Lewis","      102.05","Sports","C.A.M.,Bone","Winter Sports","Winter Sports"
"  1240430921","       23300","       23300","Retail","Duncan Robertshawe","       90.85","Sports","Smasher Super Rq Ti","Racket Sports","Racket Sports"
"  1240446608","       23302","       23306","Catalog","Candy Kinsey","        17.4","Clothes & Shoes","Woman's Short Top Dr","Eclipse Clothing","Clothes"
"  1240461993","       23303","       23303","Retail","Karen Ballinger","        6.75","Clothes & Shoes","Instyle T-Shirt","Knitwear","Clothes"
"  1240485814","       23307","       23311","Catalog","Candy Kinsey","        40.7","Clothes & Shoes","Quali Sweatshirt","Tracker Clothes","Clothes"
"  1240509842","       23309","       23309","Retail","James Klisurich","        21.6","Children","Bozeman Rain & Storm","Lucky Guy, Kids","Children Sports"
"  1240549230","       23314","       23314","Retail","Wynella Lewis","       30.45","Clothes & Shoes","Atmosphere Shatter M","Eclipse Shoes","Shoes"
"  1240581932","       23319","       23319","Retail","Ramesh Trentholme","       67.65","Children","Starlite Baby Shoes","Tracker Kid's Clothe","Children Sports"
"  1240604971","       23321","       23321","Retail","James Klisurich","        44.9","Outdoors","Outback Sleeping Bag","Sleepingbags","Outdoors"
"  1240613362","       23322","       23322","Retail","Michael Dineley","      100.35","Outdoors","Men's Jacket Rem","Anoraks & Parkas","Outdoors"
"  1240692950","       23332","       23332","Retail","Attila Gibbs","        19.1","Sports","Sweatshirt Women's S","Jogging","Running - Jogging"
"  1240886449","       23356","       23356","Retail","Yan Kozlowski","       11.55","Children","Sunfit Stockton Swim","Bathing Suits, Kids","Children Sports"
"  1240903120","       23358","       23358","Retail","Yan Kozlowski","        30.9","Clothes & Shoes","Woman's Short Tights","Eclipse Clothing","Clothes"
"  1241054779","       23377","       23380","Internet","Robyn Klem","       110.7","Sports","Cayenne Red","Winter Sports","Winter Sports"
"  1241063739","       23378","       23379","Retail","Wynella Lewis","        87.9","Sports","Shine Black PRO","Winter Sports","Winter Sports"
"  1241066216","       23379","       23379","Retail","Robert Bowerman","       150.5","Sports","Rubby Men's Golf Sho","Golf","Golf"
"  1241086052","       23381","       23384","Internet","Dericka Pockran","        20.7","Children","Children's Mitten","Lucky Guy, Kids","Children Sports"
"  1241147641","       23388","       23388","Retail","Dericka Pockran","       217.4","Sports","Wind Proof Windstopp","Golf Clothes","Golf"
"  1241235281","       23398","       23405","Retail","Robert Bowerman","       36.35","Sports","Abdomen Shaper","Fitness","Indoor Sports"
"  1241244297","       23399","       23399","Retail","Karolina Dokter","       154.8","Sports","Triffy Jacket","Jogging","Running - Jogging"
"  1241286432","       23403","       23408","Internet","Cynthia Mccluney","       104.6","Sports","Amber Cc","Winter Sports","Winter Sports"
"  1241359997","       23411","       23411","Retail","David Black","        58.7","Clothes & Shoes","Big Guy Men's Clima","Eclipse Clothing","Clothes"
"  1241371145","       23413","       23413","Retail","Robert Bowerman","       324.7","Sports","Perfect Fit Men's St","Skates","Assorted Sports Arti"
"  1241390440","       23415","       23415","Retail","Wendell Summersby","        17.9","Sports","Bretagne Soft-Tech M","Golf","Golf"
"  1241461856","       23422","       23423","Retail","Tonie Asmussen","        14.6","Clothes & Shoes","Woman's Dri-Fit Scoo","Eclipse Clothing","Clothes"
"  1241561055","       23434","       23434","Retail","Robert Bowerman","       104.5","Clothes & Shoes","Casual Genuine Polo-","Tracker Clothes","Clothes"
"  1241623505","       23441","       23444","Internet","Robyn Klem","       24.95","Sports","Fga Home Shorts","Soccer","Team Sports"
"  1241652707","       23444","       23449","Internet","Cynthia Mccluney","       74.85","Sports","Fga Home Shorts","Soccer","Team Sports"
"  1241686210","       23448","       23454","Retail","Karen Ballinger","        16.2","Clothes & Shoes","Big Guy Men's Runnin","Eclipse Clothing","Clothes"
"  1241715610","       23451","       23451","Retail","Lendon Celii","         8.3","Sports","Helmet M","Baseball","Team Sports"
"  1241731828","       23453","       23453","Retail","Cynthia Mart\u00ednez","        12.3","Sports","Prosoccer  Club Foot","Assorted Sports arti","Assorted Sports Arti"
"  1241895594","       23471","       23475","Retail","Roy Siferd","        15.5","Sports","Bb Softspikes - Xp 2","Golf","Golf"
"  1241930625","       23475","       23480","Internet","Cynthia Mccluney","       30.45","Clothes & Shoes","Atmosphere Shatter M","Eclipse Shoes","Shoes"
"  1241977403","       23481","       23481","Retail","Robert Bowerman","        11.4","Sports","Smasher Shorts","Tennis","Racket Sports"
"  1242012259","       23484","       23484","Retail","Karen Ballinger","       134.2","Clothes & Shoes","Mayday Resque Fleece","Knitwear","Clothes"
"  1242012269","       23484","       23484","Retail","Dianne Patchin","        75.6","Clothes & Shoes","Instyle Pullover Mid","Knitwear","Clothes"
"  1242035131","       23487","       23487","Retail","Duncan Robertshawe","       88.25","Sports","Eagle Windstopper Sw","Golf Clothes","Golf"
"  1242076538","       23491","       23495","Internet","Cynthia Mart\u00ednez","        23.4","Clothes & Shoes","Pro Fit Gel Ds Train","Shoes","Shoes"
"  1242130888","       23497","       23497","Retail","Lendon Celii","       89.25","Sports","A-team Sweat Round N","Jogging","Running - Jogging"
"  1242140006","       23498","       23503","Internet","Sandrina Stephano","        17.5","Sports","A-team Smoothsport B","Assorted Sports arti","Assorted Sports Arti"
"  1242140009","       23498","       23500","Catalog","Kyndal Hooks","        8.35","Sports","Shoeshine Black","Assorted Sports arti","Assorted Sports Arti"
"  1242149082","       23499","       23499","Retail","Kyndal Hooks","         6.6","Children","Fleece Cuff Pant Kid","Eclipse, Kid's Cloth","Children Sports"
"  1242159212","       23500","       23505","Internet","Sandrina Stephano","       243.3","Outdoors","Jaguar 50-75 Liter B","Backpacks","Outdoors"
"  1242185055","       23504","       23504","Retail","Wendell Summersby","          11","Sports","Wrist Weight  2.25 K","Fitness","Indoor Sports"
"  1242229985","       23509","       23509","Retail","Robert Bowerman","        94.5","Clothes & Shoes","Big Guy Men's Micro","Eclipse Clothing","Clothes"
"  1242265757","       23512","       23512","Retail","Karen Ballinger","       38.55","Sports","Armour XL","American Football","Team Sports"
"  1242458099","       23533","       23533","Retail","Karen Ballinger","         7.3","Outdoors","Breaker Commandos Ca","Knitted Accessories","Outdoors"
"  1242467585","       23534","       23540","Internet","Alvan Goheen","       230.8","Sports","Shirt Termir","Assorted Sports arti","Assorted Sports Arti"
"  1242477751","       23535","       23539","Internet","Cynthia Mart\u00ednez","        65.6","Clothes & Shoes","Soft Astro Men's Run","Shoes","Shoes"
"  1242493791","       23537","       23537","Retail","Sandrina Stephano","        65.8","Clothes & Shoes","Atmosphere Imara Wom","Eclipse Shoes","Shoes"
"  1242502670","       23538","       23538","Retail","Cynthia Mart\u00ednez","           9","Outdoors","Knife","Outdoor Gear","Outdoors"
"  1242557584","       23544","       23548","Catalog","Wynella Lewis","        78.6","Sports","Force Technical Jack","Running Clothes","Running - Jogging"
"  1242559569","       23545","       23545","Retail","Robert Bowerman","       29.74","Clothes & Shoes","Armadillo Road Dmx M","Orion","Clothes"
"  1242610991","       23550","       23550","Retail","David Black","        26.2","Clothes & Shoes","Swimming Trunks Stru","Tracker Clothes","Clothes"
"  1242647539","       23554","       23554","Retail","Dianne Patchin","        33.3","Sports","Bat - Home Run M","Baseball","Team Sports"
"  1242657273","       23555","       23555","Retail","Kyndal Hooks","        16.5","Clothes & Shoes","Toto Tube Socks","Eclipse Clothing","Clothes"
"  1242691897","       23559","       23561","Catalog","Kyndal Hooks","        62.1","Sports","Ypsilon Men's Sweats","Jogging","Running - Jogging"
"  1242736731","       23564","       23564","Retail","Karen Ballinger","        49.8","Sports","Bat - Home Run S","Baseball","Team Sports"
"  1242773202","       23568","       23571","Internet","Robyn Klem","          39","Sports","Pew Swimming Trunks","Bathing Suits","Swim Sports"
"  1242782701","       23569","       23574","Internet","Cynthia Mccluney","      235.35","Sports","Force Micro Men's Su","Running Clothes","Running - Jogging"
"  1242827683","       23574","       23574","Retail","Karen Ballinger","       14.74","Sports","Basket Ball Pro","Basket Ball","Team Sports"
"  1242836878","       23575","       23575","Retail","Karen Ballinger","        33.6","Children","Logo Coord.Children'","Tracker Kid's Clothe","Children Sports"
"  1242838815","       23576","       23576","Retail","Wendell Summersby","        21.6","Children","Bozeman Rain & Storm","Lucky Guy, Kids","Children Sports"
"  1242938120","       23587","       23587","Retail","Robert Bowerman","        20.4","Sports","Aim4it 80% Tungsten","Darts","Assorted Sports Arti"
"  1243026971","       23596","       23596","Retail","Karen Ballinger","         135","Outdoors","Lucky Tech Intergal","Outdoor Gear","Outdoors"
"  1243039354","       23598","       23598","Retail","Wendell Summersby","        9.85","Outdoors","Sheet Sleeping Bag,","Sleepingbags","Outdoors"
"  1243049938","       23599","       23602","Internet","Dericka Pockran","       103.8","Clothes & Shoes","Fleece Jacket Compas","Knitwear","Clothes"
"  1243110343","       23605","       23605","Retail","Karen Ballinger","        76.2","Children","Children's Knit Swea","N.D. Gear, Kids","Children Sports"
"  1243127549","       23608","       23608","Retail","Robert Bowerman","        11.4","Sports","Smasher Shorts","Tennis","Racket Sports"
"  1243152030","       23610","       23611","Retail","Dianne Patchin","       23.35","Outdoors","Breaker Frozen Husky","Knitted Accessories","Outdoors"
"  1243152039","       23610","       23610","Retail","Kyndal Hooks","        24.8","Sports","Men's Singlet","Running Clothes","Running - Jogging"
"  1243198099","       23615","       23615","Retail","Karen Ballinger","      108.45","Clothes & Shoes","Lulu Men's Street Sh","Shoes","Shoes"
"  1243227745","       23619","       23629","Retail","Robert Bowerman","         3.7","Outdoors","Backpack Flag, 6,5x9","Outdoor Gear","Outdoors"
"  1243279343","       23624","       23629","Internet","Cynthia Mccluney","        45.5","Sports","Force Short Sprinter","Running Clothes","Running - Jogging"
"  1243290080","       23625","       23625","Retail","Cynthia Mart\u00ednez","       25.05","Clothes & Shoes","Big Guy Men's Multic","Eclipse Shoes","Shoes"
"  1243290089","       23625","       23625","Retail","Dianne Patchin","          39","Outdoors","Expedition Zero,Medi","Sleepingbags","Outdoors"
"  1243315613","       23628","       23628","Retail","Sandrina Stephano","       30.25","Children","Teen Profleece w/Zip","Lucky Guy, Kids","Children Sports"
"  1243398628","       23637","       23637","Retail","David Black","       42.25","Sports","Bretagne Stabilities","Golf","Golf"
"  1243417726","       23639","       23639","Retail","Patricia Bertolozzi","        14.3","Children","Strap Pants BBO","Olssons, Kids","Children Sports"
"  1243462945","       23644","       23647","Internet","Robyn Klem","        26.4","Sports","Sunfit Luffa Bikini","Bathing Suits","Swim Sports"
"  1243465031","       23645","       23645","Retail","Wendell Summersby","        76.2","Children","Children's Knit Swea","N.D. Gear, Kids","Children Sports"
"  1243515588","       23650","       23650","Retail","Wynella Lewis","      125.95","Sports","Rollerskate  Roller","Skates","Assorted Sports Arti"
"  1243568955","       23656","       23656","Retail","Cynthia Mart\u00ednez","          94","Clothes & Shoes","Mns.raptor Precision","Tracker Shoes","Shoes"
"  1243643970","       23665","       23665","Retail","Robert Bowerman","       55.25","Clothes & Shoes","Soft Alta Plus Women","Shoes","Shoes"
"  1243661763","       23667","       23667","Retail","Wendell Summersby","        17.3","Sports","Sparkle Spray Orange","Assorted Sports arti","Assorted Sports Arti"
"  1243670182","       23667","       23667","Retail","Patricia Bertolozzi","        1.85","Outdoors","Backpack Flag, 6,5x9","Outdoor Gear","Outdoors"
"  1243680376","       23668","       23668","Retail","Cynthia Mart\u00ednez","       33.55","Clothes & Shoes","Woman's Air Imara","Eclipse Shoes","Shoes"
"  1243797399","       23681","       23681","Retail","Karen Ballinger","       563.7","Sports","Letour Heart Bike","Fitness","Indoor Sports"
"  1243799681","       23682","       23682","Retail","Wendell Summersby","        8.55","Clothes & Shoes","Insu F.I.T Basic","Eclipse Clothing","Clothes"
"  1243817278","       23684","       23684","Retail","Robert Bowerman","       10.15","Clothes & Shoes","Stars Swim Suit","Tracker Clothes","Clothes"
"  1243951648","       23698","       23698","Retail","Alvan Goheen","        44.9","Outdoors","Outback Sleeping Bag","Sleepingbags","Outdoors"
"  1243960910","       23699","       23699","Retail","Kyndal Hooks","        38.4","Children","Kids Sweat Round Nec","A-Team, Kids","Children Sports"
"  1243963366","       23700","       23700","Retail","Ramesh Trentholme","        42.4","Sports","Sharky Swimming Trun","Bathing Suits","Swim Sports"
"  1244107612","       23715","       23715","Retail","Dianne Patchin","        56.5","Sports","Armour L","American Football","Team Sports"
"  1244117101","       23716","       23716","Retail","Dianne Patchin","        27.1","Sports","Football - Helmet M","American Football","Team Sports"
"  1244117109","       23716","       23716","Retail","Annmarie Leveille","        13.6","Sports","Red Cap","Soccer","Team Sports"
"  1244171290","       23722","       23722","Retail","Cynthia Mart\u00ednez","       444.9","Sports","Helmsdale Ski Pants","Ski Dress","Winter Sports"
"  1244181114","       23723","       23723","Retail","Karen Ballinger","        51.6","Sports","T-Shirt","Running Clothes","Running - Jogging"
"  1244197366","       23725","       23725","Retail","Wynella Lewis","          34","Sports","Helmet L","Baseball","Team Sports"
"  1244296274","       23736","       23736","Retail","Sandrina Stephano","        22.4","Clothes & Shoes","Comp. Women's Sleeve","Tracker Clothes","Clothes"
