"Order_ID","Customer_ID","employee_id","order_type","Customer_Country","Customer_Gender","Customer_Name","Customer_Type","order_date","delivery_date","customer_birthdate","costprice_per_unit","total_retail_price","product_quantity","product_id","product_name","product_group","product_category","product_line","supplier_country","supplier_id","supplier_name","age","age_group","customer_activity","customer_type_group","profit"
"  1232590052","         195","120160","Retail","AU","M","Cosi Rimmington","Orion Club members low activity","       22369","       22369","         680","        21.6","        51.8","           1","240400300013","Anthony Women's Tenn","Tennis","Racket Sports","Sports","US","        4646","Mayday Inc","          64","61-75 years old","Low Activity","Orion Club","        30.2"
"  1232601472","          89","99999999","Catalog","US","F","Wynella Lewis","Orion  Club members high activity","       22370","       22373","       -3017","        34.1","       173.2","           2","230100500094","Men's Pants, Basic","Outdoor Gear","Outdoors","Outdoors","US","        4646","Mayday Inc","          74","61-75 years old","High Activity","Orion Club","         105"
"  1232618023","       54655","99999999","Catalog","CA","F","Lauren Marx","Internet/Catalog Customers","       22373","       22376","        9726","       47.95","        95.7","           1","240200100183","Proplay Men's Tour F","Golf","Golf","Sports","NL","        2995","Van Dammeren Interna","          39","31-45 years old","Not Available","Internet/Catalog Customers","       47.75"
"  1232648239","          49","121031","Retail","US","F","Annmarie Leveille","Orion Club Gold members high activity","       22377","       22385","       15172","         2.3","         6.5","           1","210201000126","Toddler Footwear Soc","Tracker Kid's Clothe","Children Sports","Children","US","        2963","3Top Sports","          25","15-30 years old","High Activity","Orion Club Gold","         4.2"
"  1232654929","           4","99999999","Internet","US","M","James Kvarniq","Orion Club members low activity","       22378","       22379","       11500","       23.75","         214","           4","240500100017","A-team Sweat Round N","Jogging","Running - Jogging","Sports","US","        3298","A Team Sports","          35","31-45 years old","Low Activity","Orion Club","         119"
"  1232672914","       11171","99999999","Internet","CA","M","Bill Cuddy","Orion Club Gold members low activity","       22381","       22383","       15994","        10.2","        38.8","           2","240200100101","Grandslam Staff Tour","Golf","Golf","Sports","US","        3808","Carolina Sports","          22","15-30 years old","Low Activity","Orion Club Gold","        18.4"
"  1232698281","           9","99999999","Internet","DE","F","Cornelia Krahl","Orion Club Gold members medium activity","       22385","       22390","       11380","       14.15","        29.4","           1","230100600035","Polar Bear Sleeping","Sleepingbags","Outdoors","Outdoors","GB","       16422","Outback Outfitters L","          35","31-45 years old","Medium Activity","Orion Club Gold","       15.25"
"  1232709099","           4","121041","Retail","US","M","James Kvarniq","Orion Club members low activity","       22386","       22386","       11500","        7.75","        16.7","           1","220101400145","Essence.baseball Cap","Tracker Clothes","Clothes","Clothes & Shoes","US","        2963","3Top Sports","          35","31-45 years old","Low Activity","Orion Club","        8.95"
"  1232709115","          34","121105","Retail","US","M","Alvan Goheen","Orion Club members low activity","       22386","       22386","       14993","        12.3","        70.8","           3","240700100001","Armour L","American Football","Team Sports","Sports","US","        3298","A Team Sports","          25","15-30 years old","Low Activity","Orion Club","        33.9"
"  1232723799","          41","99999999","Internet","AU","M","Wendell Summersby","Orion  Club members medium activity","       22389","       22393","        8006","        9.25","        21.8","           1","210200600112","O'my Children's T-Sh","N.D. Gear, Kids","Children Sports","Children","ES","        4742","L\u00fcna sastreria","          44","31-45 years old","Medium Activity","Orion Club","       12.55"
"  1232728634","           5","99999999","Catalog","US","F","Sandrina Stephano","Orion Club Gold members medium activity","       22389","       22393","       13339","       76.55","       168.7","           1","240100100403","Proskater Viablade T","Assorted Sports arti","Assorted Sports Arti","Sports","US","        3815","Roll-Over Inc","          30","15-30 years old","Medium Activity","Orion Club Gold","       92.15"
"  1232777080","         215","120151","Retail","AU","M","Ramesh Trentholme","Orion Club Gold members medium activity","       22397","       22397","        2327","       33.25","        73.9","           1","230100500012","Inflatable 3.5","Outdoor Gear","Outdoors","Outdoors","GB","         316","Prime Sports Ltd","          60","46-60 years old","Medium Activity","Orion Club Gold","       40.65"
"  1232790793","         195","120143","Retail","AU","M","Cosi Rimmington","Orion Club members low activity","       22399","       22399","         680","        24.5","        50.1","           1","230100200074","Sioux Men's Backpack","Backpacks","Outdoors","Outdoors","US","       15218","Miller Trading Inc","          64","61-75 years old","Low Activity","Orion Club","        25.6"
"  1232857157","          45","99999999","Catalog","US","F","Dianne Patchin","Orion Club Gold members low activity","       22408","       22412","       13275","        41.4","       172.6","           2","230100600030","Outback Sleeping Bag","Sleepingbags","Outdoors","Outdoors","DK","         755","Top Sports","          30","15-30 years old","Low Activity","Orion Club Gold","        89.8"
"  1232889267","         908","99999999","Catalog","TR","M","Avni Umran","Orion Club Gold members high activity","       22413","       22417","       13489","        61.8","       407.4","           3","230100200054","Trekker 65 Royal Men","Backpacks","Outdoors","Outdoors","AU","       10692","Toto Outdoor Gear","          29","15-30 years old","High Activity","Orion Club Gold","         222"
"  1232897220","          34","121021","Retail","US","M","Alvan Goheen","Orion Club members low activity","       22414","       22414","       14993","         111","       712.2","           3","240100400129","Rollerskate Roller S","Skates","Assorted Sports Arti","Sports","PT","        1684","Magnifico Sports","          25","15-30 years old","Low Activity","Orion Club","       379.2"
"  1232936635","         544","99999999","Catalog","TR","M","Avni Argac","Orion  Club members high activity","       22420","       22421","        7810","        41.4","       172.6","           2","230100600030","Outback Sleeping Bag","Sleepingbags","Outdoors","Outdoors","DK","         755","Top Sports","          45","31-45 years old","High Activity","Orion Club","        89.8"
"  1232946301","         111","99999999","Catalog","AU","F","Karolina Dokter","Orion  Club members medium activity","       22422","       22424","       11684","        23.3","         102","           2","220101400061","2bwet 3 Solid Bikini","Tracker Clothes","Clothes","Clothes & Shoes","US","        2963","3Top Sports","          34","31-45 years old","Medium Activity","Orion Club","        55.4"
"  1232956741","          52","99999999","Internet","US","M","Yan Kozlowski","Orion  Club members medium activity","       22423","       22424","        9592","        16.8","          76","           2","230100500008","Dome Tent Monodome A","Outdoor Gear","Outdoors","Outdoors","GB","         316","Prime Sports Ltd","          40","31-45 years old","Medium Activity","Orion Club","        42.4"
"  1232972274","         171","120145","Retail","AU","M","Robert Bowerman","Orion  Club members high activity","       22426","       22426","       11375","        61.8","       135.8","           1","230100200054","Trekker 65 Royal Men","Backpacks","Outdoors","Outdoors","AU","       10692","Toto Outdoor Gear","          35","31-45 years old","High Activity","Orion Club","          74"
"  1232985693","         183","120122","Retail","AU","M","Duncan Robertshawe","Orion Club members low activity","       22428","       22428","         449","       122.8","         273","           1","240100100186","Barret 3.1 Women's S","Assorted Sports arti","Assorted Sports Arti","Sports","US","        3815","Roll-Over Inc","          65","61-75 years old","Low Activity","Orion Club","       150.2"
"  1232998740","           4","121109","Retail","US","M","James Kvarniq","Orion Club members low activity","       22429","       22429","       11500","       10.23","       80.97","           3","240700100011","Football - Helmet Pr","American Football","Team Sports","Sports","US","        3298","A Team Sports","          35","31-45 years old","Low Activity","Orion Club","       50.28"
"  1233003688","          34","121025","Retail","US","M","Alvan Goheen","Orion Club members low activity","       22430","       22430","       14993","       12.95","        28.6","           1","240100100535","Victor 76 76mm Optic","Assorted Sports arti","Assorted Sports Arti","Sports","PT","        1684","Magnifico Sports","          25","15-30 years old","Low Activity","Orion Club","       15.65"
"  1233049735","       14104","99999999","Internet","IL","M","Zweig, Avinoam","Orion  Club members medium activity","       22437","       22440","        7953","        11.2","        48.8","           2","220101400216","Mm Daypouch Shoulder","Tracker Clothes","Clothes","Clothes & Shoes","US","        2963","3Top Sports","          44","31-45 years old","Medium Activity","Orion Club","        26.4"
"  1233066745","         215","120148","Retail","AU","M","Ramesh Trentholme","Orion Club Gold members medium activity","       22440","       22440","        2327","       42.15","        84.1","           1","230100600022","Expedition10,Medium,","Sleepingbags","Outdoors","Outdoors","DK","         755","Top Sports","          60","46-60 years old","Medium Activity","Orion Club Gold","       41.95"
"  1233078086","          49","121060","Retail","US","F","Annmarie Leveille","Orion Club Gold members high activity","       22441","       22441","       15172","        43.5","       200.2","           2","220200200071","Twain Men's Exit Low","Shoes","Shoes","Clothes & Shoes","US","       13198","Twain Inc","          25","15-30 years old","High Activity","Orion Club Gold","       113.2"
"  1233092596","          12","121054","Retail","US","M","David Black","Orion  Club members medium activity","       22443","       22443","        9598","         6.7","        15.5","           1","240300100048","Wrist Weight 1.10 Kg","Fitness","Indoor Sports","Sports","NL","       16542","TrimSport B.V.","          40","31-45 years old","Medium Activity","Orion Club","         8.8"
"  1233131266","          45","121084","Retail","US","F","Dianne Patchin","Orion Club Gold members low activity","       22449","       22449","       13275","         7.9","        39.2","           2","240400300039","Smasher Tights","Tennis","Racket Sports","Sports","GB","        1280","British Sports Ltd","          30","15-30 years old","Low Activity","Orion Club Gold","        23.4"
"  1233166411","         171","120121","Retail","AU","M","Robert Bowerman","Orion  Club members high activity","       22455","       22455","       11375","        4.15","        10.1","           1","240100100734","Wyoming Men's Socks","Assorted Sports arti","Assorted Sports Arti","Sports","ES","        4742","L\u00fcna sastreria","          35","31-45 years old","High Activity","Orion Club","        5.95"
"  1233167161","       70187","99999999","Catalog","CA","F","Soberina Berent","Orion  Club members medium activity","       22455","       22460","       15975","       52.55","         237","           2","240200100095","Grandslam Staff Fs C","Golf","Golf","Sports","GB","       17832","GrandSlam Sporting G","          22","15-30 years old","Medium Activity","Orion Club","       131.9"
"  1233243603","          49","121109","Retail","US","F","Annmarie Leveille","Orion Club Gold members high activity","       22466","       22466","       15172","         2.2","         8.4","           2","240700200004","Baseball Orange Smal","Baseball","Team Sports","Sports","US","       14648","Top Sports Inc","          25","15-30 years old","High Activity","Orion Club Gold","           4"
"  1233248920","       19444","99999999","Catalog","IL","M","Zweig, Avinoam","Orion  Club members high activity","       22467","       22472","        6115","       36.35","       171.2","           2","220100700042","Power Women's Dmx Wi","Orion","Clothes","Clothes & Shoes","CA","       16733","Fuller Trading Co.","          49","46-60 years old","High Activity","Orion Club","        98.5"
"  1233280857","       70059","99999999","Internet","CA","M","Colin Byarley","Orion  Club members medium activity","       22472","       22476","       -3268","       29.05","       173.7","           3","220100100609","Woman's Sweatshirt w","Eclipse Clothing","Clothes","Clothes & Shoes","US","        1303","Eclipse Inc","          75","61-75 years old","Medium Activity","Orion Club","       86.55"
"  1233315988","           5","121053","Retail","US","F","Sandrina Stephano","Orion Club Gold members medium activity","       22477","       22477","       13339","        39.7","        87.2","           1","240300200018","Cougar Fleece Jacket","Gymnastic Clothing","Indoor Sports","Sports","US","       13710","SD Sporting Goods In","          30","15-30 years old","Medium Activity","Orion Club Gold","        47.5"
"  1233378724","          13","99999999","Catalog","DE","M","Markus Sepke","Orion Club Gold members low activity","       22487","       22490","       16638","         6.9","        14.1","           1","240300100046","Weight  5.0 Kg","Fitness","Indoor Sports","Sports","NL","       16542","TrimSport B.V.","          21","15-30 years old","Low Activity","Orion Club Gold","         7.2"
"  1233482761","          34","121105","Retail","US","M","Alvan Goheen","Orion Club members low activity","       22502","       22502","       14993","       10.35","        38.8","           2","240700200021","Helmet XL","Baseball","Team Sports","Sports","US","       15218","Miller Trading Inc","          25","15-30 years old","Low Activity","Orion Club","        18.1"
"  1233484749","        2550","99999999","Internet","ZA","F","Sanelisiwe Collier","Orion Club Gold members low activity","       22502","       22507","       16624","      125.85","       503.6","           2","240100400098","Rollerskate  Roller","Skates","Assorted Sports Arti","Sports","PT","        1684","Magnifico Sports","          21","15-30 years old","Low Activity","Orion Club Gold","       251.9"
"  1233514453","       70201","99999999","Internet","CA","F","Angel Borwick","Orion Club Gold members low activity","       22507","       22512","        9849","       73.85","       553.5","        3000","240200200060","Eagle Windstopper Kn","Golf Clothes","Golf","Sports","US","       10225","HighPoint Trading","          39","31-45 years old","Low Activity","Orion Club Gold","   -220996.5"
"  1233531965","         215","120123","Retail","AU","M","Ramesh Trentholme","Orion Club Gold members medium activity","       22510","       22510","        2327","        54.8","         114","           1","240100400112","Rollerskate Roller S","Skates","Assorted Sports Arti","Sports","PT","        1684","Magnifico Sports","          60","46-60 years old","Medium Activity","Orion Club Gold","        59.2"
"  1233543560","           4","99999999","Internet","US","M","James Kvarniq","Orion Club members low activity","       22511","       22512","       11500","          28","       201.9","           3","240500200083","Force Technical Jack","Running Clothes","Running - Jogging","Sports","BE","        5922","Force Sports","          35","31-45 years old","Low Activity","Orion Club","       117.9"
"  1233545775","          41","120134","Retail","AU","M","Wendell Summersby","Orion  Club members medium activity","       22512","       22512","        8006","        11.8","        49.4","           2","240200100007","Ball Bag","Golf","Golf","Sports","NL","        2995","Van Dammeren Interna","          44","31-45 years old","Medium Activity","Orion Club","        25.8"
"  1233545781","         215","120150","Retail","AU","M","Ramesh Trentholme","Orion Club Gold members medium activity","       22512","       22512","        2327","        2.85","         6.2","           1","230100500020","Pocket Light with Cr","Outdoor Gear","Outdoors","Outdoors","GB","         316","Prime Sports Ltd","          60","46-60 years old","Medium Activity","Orion Club Gold","        3.35"
"  1233618453","         215","120177","Retail","AU","M","Ramesh Trentholme","Orion Club Gold members medium activity","       22523","       22523","        2327","       38.25","        73.4","           1","240700400020","Norwood Player Shirt","Soccer","Team Sports","Sports","US","       14593","Fga Sports Inc","          60","46-60 years old","Medium Activity","Orion Club Gold","       35.15"
"  1233682051","           5","99999999","Catalog","US","F","Sandrina Stephano","Orion Club Gold members medium activity","       22532","       22536","       13339","       18.65","        43.4","           1","240100100676","Roth T-Shirt","Assorted Sports arti","Assorted Sports Arti","Sports","ES","        4742","L\u00fcna sastreria","          30","15-30 years old","Medium Activity","Orion Club Gold","       24.75"
"  1233689304","          49","121053","Retail","US","F","Annmarie Leveille","Orion Club Gold members high activity","       22533","       22533","       15172","      229.65","      1514.4","           3","240300300070","Top Men's R&D Ultima","Top Trim","Indoor Sports","Sports","US","       14648","Top Sports Inc","          25","15-30 years old","High Activity","Orion Club Gold","      825.45"
"  1233837302","         195","120148","Retail","AU","M","Cosi Rimmington","Orion Club members low activity","       22556","       22556","         680","      109.55","         990","           4","230100500026","Trekking Tent","Outdoor Gear","Outdoors","Outdoors","GB","         316","Prime Sports Ltd","          64","61-75 years old","Low Activity","Orion Club","       551.8"
"  1233895201","         111","99999999","Catalog","AU","F","Karolina Dokter","Orion  Club members medium activity","       22565","       22567","       11684","        12.9","        25.6","           1","220100100371","Northern Fleece Scar","Eclipse Clothing","Clothes","Clothes & Shoes","US","        1303","Eclipse Inc","          34","31-45 years old","Medium Activity","Orion Club","        12.7"
"  1233913196","         544","99999999","Catalog","TR","M","Avni Argac","Orion  Club members high activity","       22567","       22568","        7810","       11.75","        29.3","           1","230100400012","Breaker Russia Cap","Knitted Accessories","Outdoors","Outdoors","DK","        4793","Norsok A/S","          45","31-45 years old","High Activity","Orion Club","       17.55"
"  1233920795","          52","121135","Retail","US","M","Yan Kozlowski","Orion  Club members medium activity","       22568","       22568","        9592","        48.1","       120.4","           1","240800200010","Black Morphe","Winter Sports","Winter Sports","Sports","CA","       16814","CrystalClear Optics","          40","31-45 years old","Medium Activity","Orion Club","        72.3"
"  1233920805","          52","121064","Retail","US","M","Yan Kozlowski","Orion  Club members medium activity","       22568","       22568","        9592","         3.5","           8","           1","230100500056","Knife","Outdoor Gear","Outdoors","Outdoors","US","        4718","KN Outdoor Trading I","          40","31-45 years old","Medium Activity","Orion Club","         4.5"
"  1233998114","       19873","99999999","Catalog","IL","M","Tuvia, Avinoam","Orion Club Gold members high activity","       22580","       22587","       15140","       29.95","        59.7","           1","220100100101","Big Guy Men's Chaser","Eclipse Clothing","Clothes","Clothes & Shoes","US","        1303","Eclipse Inc","          25","15-30 years old","High Activity","Orion Club Gold","       29.75"
"  1234033037","          92","121039","Retail","US","M","Lendon Celii","Orion Club members low activity","       22585","       22585","         622","       22.75","        53.7","           1","220100700022","Alexis Women's Class","Orion","Clothes","Clothes & Shoes","CA","       16733","Fuller Trading Co.","          64","61-75 years old","Low Activity","Orion Club","       30.95"
"  1234092222","          75","121069","Retail","US","M","Mikel Spetz","Orion Club members low activity","       22594","       22594","       15144","         3.1","         7.2","           1","230100500023","Proofing Spray","Outdoor Gear","Outdoors","Outdoors","GB","         316","Prime Sports Ltd","          25","15-30 years old","Low Activity","Orion Club","         4.1"
"  1234133789","         195","120123","Retail","AU","M","Cosi Rimmington","Orion Club members low activity","       22601","       22601","         680","      165.95","       328.3","           1","240100400046","Perfect Fit Men's St","Skates","Assorted Sports Arti","Sports","US","       13198","Twain Inc","          64","61-75 years old","Low Activity","Orion Club","      162.35"
"  1234186330","          53","120121","Retail","AU","F","Dericka Pockran","Orion  Club members high activity","       22609","       22609","        4188","       97.75","       200.1","           1","240100400095","Rollerskate Roller S","Skates","Assorted Sports Arti","Sports","PT","        1684","Magnifico Sports","          55","46-60 years old","High Activity","Orion Club","      102.35"
"  1234198497","          49","121035","Retail","US","F","Annmarie Leveille","Orion Club Gold members high activity","       22610","       22610","       15172","       17.35","          39","           1","210200100017","Sweatshirt Children'","A-Team, Kids","Children Sports","Children","US","        3298","A Team Sports","          25","15-30 years old","High Activity","Orion Club Gold","       21.65"
"  1234235150","       54655","99999999","Catalog","CA","F","Lauren Marx","Internet/Catalog Customers","       22616","       22619","        9726","       73.85","         369","           2","240200200060","Eagle Windstopper Kn","Golf Clothes","Golf","Sports","US","       10225","HighPoint Trading","          39","31-45 years old","Not Available","Internet/Catalog Customers","       221.3"
"  1234247283","          49","121042","Retail","US","F","Annmarie Leveille","Orion Club Gold members high activity","       22617","       22617","       15172","       40.75","       187.2","           2","220100400023","Ultra W802 All Terra","LSF","Clothes","Clothes & Shoes","US","        5503","Ultra Sporting Goods","          25","15-30 years old","High Activity","Orion Club Gold","       105.7"
"  1234255111","          17","121135","Retail","US","M","Jimmie Evans","Orion  Club members medium activity","       22618","       22618","        4246","        39.9","       257.4","           3","240800100039","Garbo Fleece Jacket","Ski Dress","Winter Sports","Sports","US","       15218","Miller Trading Inc","          54","46-60 years old","Medium Activity","Orion Club","       137.7"
"  1234279341","          23","99999999","Catalog","US","M","Tulio D\u00e9vereaux","Internet/Catalog Customers","       22622","       22626","        2527","        48.6","       116.7","           1","230100500092","Mayday Sports Pullov","Outdoor Gear","Outdoors","Outdoors","US","        4646","Mayday Inc","          59","46-60 years old","Not Available","Internet/Catalog Customers","        68.1"
"  1234301319","          92","121109","Retail","US","M","Lendon Celii","Orion Club members low activity","       22625","       22625","         622","        10.1","       105.6","           4","240700200010","Bat - Home Run S","Baseball","Team Sports","Sports","US","       15218","Miller Trading Inc","          64","61-75 years old","Low Activity","Orion Club","        65.2"
"  1234323012","       70210","99999999","Internet","CA","M","Alex Santinello","Orion  Club members medium activity","       22629","       22630","       15817","        6.75","        29.2","           2","240200100098","Grandslam Staff Grip","Golf","Golf","Sports","US","        3808","Carolina Sports","          23","15-30 years old","Medium Activity","Orion Club","        15.7"
"  1234348668","           4","121069","Retail","US","M","James Kvarniq","Orion Club members low activity","       22632","       22632","       11500","        20.9","        92.6","           2","230100100053","Monster Men's Pants","Anoraks & Parkas","Outdoors","Outdoors","NO","          50","Scandinavian Clothin","          35","31-45 years old","Low Activity","Orion Club","        50.8"
"  1234360543","          17","121071","Retail","US","M","Jimmie Evans","Orion  Club members medium activity","       22634","       22634","        4246","        25.4","       110.2","           2","230100100033","Big Guy Men's Packab","Anoraks & Parkas","Outdoors","Outdoors","US","       15218","Miller Trading Inc","          54","46-60 years old","Medium Activity","Orion Club","        59.4"
"  1234373539","          12","121069","Retail","US","M","David Black","Orion  Club members medium activity","       22636","       22636","        9598","        58.9","       226.2","           2","230100100013","Jacket with Removabl","Anoraks & Parkas","Outdoors","Outdoors","US","         772","AllSeasons Outdoor C","          40","31-45 years old","Medium Activity","Orion Club","       108.4"
"  1234414529","         111","120123","Retail","AU","F","Karolina Dokter","Orion  Club members medium activity","       22643","       22643","       11684","       18.15","        90.4","           2","240100100654","Montevideo Men's Sho","Assorted Sports arti","Assorted Sports Arti","Sports","ES","        4742","L\u00fcna sastreria","          34","31-45 years old","Medium Activity","Orion Club","        54.1"
"  1234419240","          17","121109","Retail","US","M","Jimmie Evans","Orion  Club members medium activity","       22643","       22643","        4246","        9.75","      119.95","           5","240700100013","Football - Helmet XL","American Football","Team Sports","Sports","US","        3298","A Team Sports","          54","46-60 years old","Medium Activity","Orion Club","        71.2"
"  1234437760","         195","120150","Retail","AU","M","Cosi Rimmington","Orion Club members low activity","       22647","       22647","         680","       48.45","       193.4","           2","230100600028","Expedition 20,Medium","Sleepingbags","Outdoors","Outdoors","DK","         755","Top Sports","          64","61-75 years old","Low Activity","Orion Club","        96.5"
"  1234534069","          36","99999999","Internet","US","M","Phenix Hill","Internet/Catalog Customers","       22656","       22659","        7762","       58.55","       525.2","           4","240800100026","Additive Women's Ski","Ski Dress","Winter Sports","Sports","NO","          50","Scandinavian Clothin","          45","31-45 years old","Not Available","Internet/Catalog Customers","         291"
"  1234537441","         183","120121","Retail","AU","M","Duncan Robertshawe","Orion Club members low activity","       22657","       22657","         449","        6.35","          16","           1","240100200001","Aim4it 16 Gram Softt","Darts","Assorted Sports Arti","Sports","GB","        4514","Royal Darts Ltd","          65","61-75 years old","Low Activity","Orion Club","        9.65"
"  1234538390","          16","99999999","Catalog","DE","M","Ulrich Heyde","Internet/Catalog Customers","       22657","       22659","       -1446","        52.4","         115","           1","220200300015","Men's Running Shoes","Tracker Shoes","Shoes","Clothes & Shoes","US","        2963","3Top Sports","          70","61-75 years old","Not Available","Internet/Catalog Customers","        62.6"
"  1234588648","          16","99999999","Catalog","DE","M","Ulrich Heyde","Internet/Catalog Customers","       22662","       22664","       -1446","        62.5","       138.7","           1","230100500101","Ultra Ht Lightning S","Outdoor Gear","Outdoors","Outdoors","US","         772","AllSeasons Outdoor C","          70","61-75 years old","Not Available","Internet/Catalog Customers","        76.2"
"  1234659163","          16","99999999","Catalog","DE","M","Ulrich Heyde","Internet/Catalog Customers","       22669","       22671","       -1446","       245.8","       504.2","           1","230100700008","Family Holiday 4","Tents","Outdoors","Outdoors","SE","         109","Petterson AB","          70","61-75 years old","Not Available","Internet/Catalog Customers","       258.4"
"  1234665265","          63","99999999","Catalog","US","M","James Klisurich","Orion Club Gold members medium activity","       22669","       22670","        9855","        9.75","        48.4","           2","240100100063","Grey Met.","Assorted Sports arti","Assorted Sports Arti","Sports","CA","       16814","CrystalClear Optics","          39","31-45 years old","Medium Activity","Orion Club Gold","        28.9"
"  1234709803","         171","99999999","Internet","AU","M","Robert Bowerman","Orion  Club members high activity","       22674","       22678","       11375","       30.75","       122.6","           2","220100100304","Big Guy Men's Victor","Eclipse Clothing","Clothes","Clothes & Shoes","US","        1303","Eclipse Inc","          35","31-45 years old","High Activity","Orion Club","        61.1"
"  1234727966","         183","120179","Retail","AU","M","Duncan Robertshawe","Orion Club members low activity","       22676","       22676","         449","        5.95","        13.2","           1","240700400004","Red Scarf","Soccer","Team Sports","Sports","GB","        6071","SportsFan Products L","          65","61-75 years old","Low Activity","Orion Club","        7.25"
"  1234891576","       70221","99999999","Internet","CA","M","Kenan Talarr","Orion  Club members high activity","       22692","       22694","        7711","       86.65","       183.9","           1","240200100226","Rubby Men's Golf Sho","Golf","Golf","Sports","ES","        4168","Rubby Zapatos S.A.","          45","31-45 years old","High Activity","Orion Club","       97.25"
"  1234897732","          18","121021","Retail","US","M","Tonie Asmussen","Orion Club members low activity","       22692","       22692","        4050","        84.9","       197.9","           1","240100100672","Ribstop Jacket","Assorted Sports arti","Assorted Sports Arti","Sports","ES","        4742","L\u00fcna sastreria","          55","46-60 years old","Low Activity","Orion Club","         113"
"  1234958242","          24","99999999","Catalog","US","F","Robyn Klem","Internet/Catalog Customers","       22698","       22703","        5997","         5.4","        11.9","           1","230100500016","Money Purse, Black","Outdoor Gear","Outdoors","Outdoors","DK","         755","Top Sports","          50","46-60 years old","Not Available","Internet/Catalog Customers","         6.5"
"  1234972570","          16","99999999","Catalog","DE","M","Ulrich Heyde","Internet/Catalog Customers","       22700","       22702","       -1446","       34.45","        68.7","           1","230100200048","Medium Olive Olive/B","Backpacks","Outdoors","Outdoors","DK","         755","Top Sports","          70","61-75 years old","Not Available","Internet/Catalog Customers","       34.25"
"  1235176942","       11171","99999999","Internet","CA","M","Bill Cuddy","Orion Club Gold members low activity","       22719","       22721","       15994","         1.2","         2.7","           1","240200100021","Tee Holder","Golf","Golf","Sports","NL","        2995","Van Dammeren Interna","          22","15-30 years old","Low Activity","Orion Club Gold","         1.5"
"  1235236723","         215","120160","Retail","AU","M","Ramesh Trentholme","Orion Club Gold members medium activity","       22725","       22725","        2327","       115.6","       254.2","           1","240400200094","Smasher Super Rq Ti","Racket Sports","Racket Sports","Sports","GB","        1280","British Sports Ltd","          60","46-60 years old","Medium Activity","Orion Club Gold","       138.6"
"  1235275513","          89","121043","Retail","US","F","Wynella Lewis","Orion  Club members high activity","       22728","       22728","       -3017","       14.95","        29.7","           1","220100100241","Big Guy Men's Santos","Eclipse Clothing","Clothes","Clothes & Shoes","US","        1303","Eclipse Inc","          74","61-75 years old","High Activity","Orion Club","       14.75"
"  1235306679","         111","120122","Retail","AU","F","Karolina Dokter","Orion  Club members medium activity","       22732","       22732","       11684","        22.8","        55.4","           1","240100200014","Pacific 95% 23 Gram","Darts","Assorted Sports Arti","Sports","GB","        4514","Royal Darts Ltd","          34","31-45 years old","Medium Activity","Orion Club","        32.6"
"  1235384426","          63","121109","Retail","US","M","James Klisurich","Orion Club Gold members medium activity","       22739","       22739","        9855","         9.1","       21.99","           1","240700100012","Football - Helmet S","American Football","Team Sports","Sports","US","        3298","A Team Sports","          39","31-45 years old","Medium Activity","Orion Club Gold","       12.89"
"  1235591214","          16","99999999","Catalog","DE","M","Ulrich Heyde","Internet/Catalog Customers","       22760","       22762","       -1446","       38.95","        93.4","           1","240400200022","Aftm 95 Vf Long Bg-6","Racket Sports","Racket Sports","Sports","GB","        1280","British Sports Ltd","          70","61-75 years old","Not Available","Internet/Catalog Customers","       54.45"
"  1235611754","          16","99999999","Catalog","DE","M","Ulrich Heyde","Internet/Catalog Customers","       22762","       22764","       -1446","       14.35","        71.4","           2","240400300033","Smasher Polo-Shirt w","Tennis","Racket Sports","Sports","GB","        1280","British Sports Ltd","          70","61-75 years old","Not Available","Internet/Catalog Customers","        42.7"
"  1235744141","          16","99999999","Catalog","DE","M","Ulrich Heyde","Internet/Catalog Customers","       22775","       22777","       -1446","       30.35","         146","           2","230100500081","Lucky Tech Classic R","Outdoor Gear","Outdoors","Outdoors","US","         772","AllSeasons Outdoor C","          70","61-75 years old","Not Available","Internet/Catalog Customers","        85.3"
"  1235830338","          24","99999999","Catalog","US","F","Robyn Klem","Internet/Catalog Customers","       22783","       22789","        5997","        46.1","          92","           1","220200100202","Woman's Air Rasp Sue","Eclipse Shoes","Shoes","Clothes & Shoes","US","        1303","Eclipse Inc","          50","46-60 years old","Not Available","Internet/Catalog Customers","        45.9"
"  1235856852","         171","120127","Retail","AU","M","Robert Bowerman","Orion  Club members high activity","       22786","       22786","       11375","       13.95","        27.7","           1","220100100019","Fit Racing Cap","Eclipse Clothing","Clothes","Clothes & Shoes","US","        1303","Eclipse Inc","          35","31-45 years old","High Activity","Orion Club","       13.75"
"  1235881915","          36","99999999","Internet","US","M","Phenix Hill","Internet/Catalog Customers","       22788","       22791","        7762","        5.95","        26.4","           2","240700400004","Red Scarf","Soccer","Team Sports","Sports","GB","        6071","SportsFan Products L","          45","31-45 years old","Not Available","Internet/Catalog Customers","        14.5"
"  1235913793","          49","121040","Retail","US","F","Annmarie Leveille","Orion Club Gold members high activity","       22791","       22791","       15172","        11.6","        26.7","           1","220101200025","Tyfoon Ketch T-Shirt","Street Wear","Clothes","Clothes & Shoes","AU","       11427","Typhoon Clothing","          25","15-30 years old","High Activity","Orion Club Gold","        15.1"
