Employee_ID,Employee_Country,Employee_Name,Employee_Gender,Job,Manager_Hierarchy,employee_birthdate,employee_hire_date,employee_term_date,salary
120167,AU,Kimiko Tilley,F,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Running - Jogging""},{""level"":5,""id"":""Sales Rep. I""}]","[{""level"":1,""id"":""120102""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",04MAY1971,01FEB1991,31MAR2023,"$30,222 "
120168,AU,Selina Barcoe,F,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Swim Sports""},{""level"":5,""id"":""Sales Rep. I""}]","[{""level"":1,""id"":""120102""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",24MAR2001,01NOV2023,.,"$30,330 "
120169,AU,Cos Tannous,M,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Swim Sports""},{""level"":5,""id"":""Sales Rep. III""}]","[{""level"":1,""id"":""120102""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",02JAN2001,01MAY2023,.,"$33,762 "
120170,AU,Alban Kingston,M,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Swim Sports""},{""level"":5,""id"":""Sales Rep. III""}]","[{""level"":1,""id"":""120102""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",25FEB1991,01OCT2009,31OCT2023,"$34,596 "
120171,AU,Alena Moody,F,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Swim Sports""},{""level"":5,""id"":""Sales Rep. II""}]","[{""level"":1,""id"":""120102""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",19JUL2001,01SEP2023,.,"$31,446 "
120172,AU,Edwin Comber,M,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Swim Sports""},{""level"":5,""id"":""Sales Rep. III""}]","[{""level"":1,""id"":""120102""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",01APR1961,01JAN1991,.,"$34,014 "
120173,AU,Hernani Osborn,M,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Swim Sports""},{""level"":5,""id"":""Sales Rep. I""}]","[{""level"":1,""id"":""120102""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",23FEB1971,01JUN1994,31JUL2021,"$32,058 "
120174,AU,Doungkamol Simms,F,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Swim Sports""},{""level"":5,""id"":""Sales Rep. I""}]","[{""level"":1,""id"":""120102""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",10JAN1961,01JAN1991,30OCT2022,"$32,220 "
120175,AU,Andrew Conolly,M,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Swim Sports""},{""level"":5,""id"":""Sales Rep. I""}]","[{""level"":1,""id"":""120102""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",18AUG2005,01OCT2023,.,"$30,894 "
120176,AU,Koavea Pa),M,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Team Sports""},{""level"":5,""id"":""Sales Rep. I""}]","[{""level"":1,""id"":""120102""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",09NOV2003,01NOV2023,.,"$31,314 "
120177,AU,Franca Kierce,F,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Team Sports""},{""level"":5,""id"":""Sales Rep. III""}]","[{""level"":1,""id"":""120102""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",05APR1996,01FEB2015,.,"$34,494 "
120178,AU,Billy Plested,M,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Team Sports""},{""level"":5,""id"":""Sales Rep. II""}]","[{""level"":1,""id"":""120102""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",23NOV1971,01APR1991,.,"$31,398 "
120179,AU,Matsuoka Wills,M,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Team Sports""},{""level"":5,""id"":""Sales Rep. III""}]","[{""level"":1,""id"":""120102""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",15MAR1991,01JAN2021,31AUG2021,"$34,212 "
120180,AU,Vino George,M,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Team Sports""},{""level"":5,""id"":""Sales Rep. II""}]","[{""level"":1,""id"":""120102""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",27JUN1971,01DEC1995,.,"$32,364 "
120181,AU,Lorian Cantatore,F,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Temporary""},{""level"":5,""id"":""Temp. Sales Rep.""}]","[{""level"":1,""id"":""120103""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",28NOV2005,01DEC2023,31MAR2024,"$32,478 "
120182,AU,Geok-Seng Barreto,M,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Temporary""},{""level"":5,""id"":""Temp. Sales Rep.""}]","[{""level"":1,""id"":""120103""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",05OCT2001,01DEC2023,31DEC2023,"$30,024 "
120183,AU,Brig Blanton,M,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Temporary""},{""level"":5,""id"":""Temp. Sales Rep.""}]","[{""level"":1,""id"":""120103""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",10SEP1986,01DEC2023,31DEC2023,"$32,292 "
120184,AU,Ari Moore,M,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Temporary""},{""level"":5,""id"":""Temp. Sales Rep.""}]","[{""level"":1,""id"":""120103""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",01DEC1966,01DEC2023,30APR2024,"$30,984 "
120185,AU,Sharon Bahlman,F,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Temporary""},{""level"":5,""id"":""Temp. Sales Rep.""}]","[{""level"":1,""id"":""120103""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",07APR1991,01DEC2023,31JAN2024,"$30,096 "
120186,AU,Merryn Quinby,F,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Temporary""},{""level"":5,""id"":""Temp. Sales Rep.""}]","[{""level"":1,""id"":""120103""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",19APR1996,01DEC2023,30JUN2024,"$32,154 "
120187,AU,Reyne Catenacci,F,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Temporary""},{""level"":5,""id"":""Temp. Sales Rep.""}]","[{""level"":1,""id"":""120103""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",10DEC2001,01DEC2023,31MAY2024,"$31,998 "
120188,AU,Shanmuganathan Baran,F,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Temporary""},{""level"":5,""id"":""Temp. Sales Rep.""}]","[{""level"":1,""id"":""120103""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",01MAR1971,01DEC2023,31DEC2023,"$32,058 "
120189,AU,Mihailo Lachlan,M,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Temporary""},{""level"":5,""id"":""Temp. Sales Rep.""}]","[{""level"":1,""id"":""120103""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",03JUL2001,01DEC2023,31MAR2024,"$30,216 "
120190,AU,Ivor Czernezkyi,M,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Trainees""},{""level"":5,""id"":""Trainee""}]","[{""level"":1,""id"":""120103""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",05DEC2001,01NOV2021,30APR2022,"$28,920 "
120191,AU,Jannene Graham-Rowe,F,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Trainees""},{""level"":5,""id"":""Trainee""}]","[{""level"":1,""id"":""120103""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",17JAN1976,01JAN2020,30JUN2020,"$28,818 "
120192,AU,Anthony Nichollas,M,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Trainees""},{""level"":5,""id"":""Trainee""}]","[{""level"":1,""id"":""120103""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",08MAY2001,01JUN2022,30NOV2022,"$31,422 "
120193,AU,Russell Streit,M,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Trainees""},{""level"":5,""id"":""Trainee""}]","[{""level"":1,""id"":""120103""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",06DEC2001,01SEP2022,28FEB2023,"$29,418 "
120194,AU,Reece Harwood,M,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Trainees""},{""level"":5,""id"":""Trainee""}]","[{""level"":1,""id"":""120103""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",23SEP2001,01FEB2022,31JUL2022,"$31,182 "
120195,AU,Jina Fiocca,F,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Trainees""},{""level"":5,""id"":""Trainee""}]","[{""level"":1,""id"":""120103""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",25DEC2001,01JUL2023,31DEC2023,"$29,988 "
120196,AU,Merle Hieds,F,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Trainees""},{""level"":5,""id"":""Trainee""}]","[{""level"":1,""id"":""120103""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",31JAN2001,01JAN2020,30JUN2020,"$28,830 "
120197,AU,Kerrin Dillin,F,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Trainees""},{""level"":5,""id"":""Trainee""}]","[{""level"":1,""id"":""120103""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",08AUG1971,01JAN2020,30JUN2020,"$30,696 "
120198,AU,Meera Body,F,"[{""level"":1,""id"":""Orion Australia""},{""level"":2,""id"":""Sales""},{""level"":3,""id"":""Sales""},{""level"":4,""id"":""Winter Sports""},{""level"":5,""id"":""Sales Rep. III""}]","[{""level"":1,""id"":""120103""},{""level"":2,""id"":""120101""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",21JAN2005,01DEC2023,.,"$33,630 "
120259,US,Anthony Miller,M,"[{""level"":1,""id"":""Board of Directors""},{""level"":2,""id"":""Executives""},{""level"":3,""id"":""Executives""},{""level"":4,""id"":""Executives""},{""level"":5,""id"":""Chief Executive Officer""}]",,25JAN1981,01SEP2006,.,"$520,560 "
120260,US,Christine Fletcher,F,"[{""level"":1,""id"":""Board of Directors""},{""level"":2,""id"":""Executives""},{""level"":3,""id"":""Executives""},{""level"":4,""id"":""Executives""},{""level"":5,""id"":""Chief Marketing Officer""}]","[{""level"":1,""id"":""120259""}]",02DEC1981,01NOV2001,.,"$249,462 "
120261,US,Harry Highpoint,M,"[{""level"":1,""id"":""Board of Directors""},{""level"":2,""id"":""Executives""},{""level"":3,""id"":""Executives""},{""level"":4,""id"":""Executives""},{""level"":5,""id"":""Chief Sales Officer""}]","[{""level"":1,""id"":""120259""}]",21FEB1986,01AUG2004,.,"$291,828 "
120262,US,Max Crown,M,"[{""level"":1,""id"":""Board of Directors""},{""level"":2,""id"":""Executives""},{""level"":3,""id"":""Executives""},{""level"":4,""id"":""Executives""},{""level"":5,""id"":""Chief Financial Officer""}]","[{""level"":1,""id"":""120259""}]",21OCT1986,01SEP2005,.,"$322,146 "
120263,US,Bobby Cleverley,M,"[{""level"":1,""id"":""Board of Directors""},{""level"":2,""id"":""Group Financials""},{""level"":3,""id"":""Group Finance""},{""level"":4,""id"":""Group Finance""},{""level"":5,""id"":""Financial Analyst III""}]","[{""level"":1,""id"":""120262""},{""level"":2,""id"":""120259""}]",10FEB1981,01OCT2000,31DEC2020,"$51,126 "
120264,US,Latonya Croome,F,"[{""level"":1,""id"":""Board of Directors""},{""level"":2,""id"":""Group Financials""},{""level"":3,""id"":""Group Finance""},{""level"":4,""id"":""Group Finance""},{""level"":5,""id"":""Financial Analyst II""}]","[{""level"":1,""id"":""120262""},{""level"":2,""id"":""120259""}]",23JAN2001,01DEC2023,.,"$45,012 "
120265,US,Wanda Branly,F,"[{""level"":1,""id"":""Board of Directors""},{""level"":2,""id"":""Group Financials""},{""level"":3,""id"":""Group Finance""},{""level"":4,""id"":""Group Finance""},{""level"":5,""id"":""Auditor III""}]","[{""level"":1,""id"":""120262""},{""level"":2,""id"":""120259""}]",04OCT1961,01JAN1991,31DEC2019,"$62,340 "
120266,US,Bao Krafve,F,"[{""level"":1,""id"":""Board of Directors""},{""level"":2,""id"":""Secretary of the Board""},{""level"":3,""id"":""Secretary of the Board""},{""level"":4,""id"":""Secretary""},{""level"":5,""id"":""Secretary IV""}]","[{""level"":1,""id"":""120259""}]",01JUL1986,01APR2006,.,"$38,100 "
120267,US,Belanda Rink,F,"[{""level"":1,""id"":""Board of Directors""},{""level"":2,""id"":""Secretary of the Board""},{""level"":3,""id"":""Secretary of the Board""},{""level"":4,""id"":""Secretary""},{""level"":5,""id"":""Secretary III""}]","[{""level"":1,""id"":""120259""}]",02JUN2003,01FEB2020,.,"$34,302 "
120268,US,Jacques Villeneuve,M,"[{""level"":1,""id"":""Board of Directors""},{""level"":2,""id"":""Strategy""},{""level"":3,""id"":""Strategy""},{""level"":4,""id"":""Strategy""},{""level"":5,""id"":""Senior Strategist""}]","[{""level"":1,""id"":""120260""},{""level"":2,""id"":""120259""}]",01SEP1991,01MAY2014,.,"$91,326 "
120269,US,Shrimatee Kagolanu,F,"[{""level"":1,""id"":""Board of Directors""},{""level"":2,""id"":""Strategy""},{""level"":3,""id"":""Strategy""},{""level"":4,""id"":""Strategy""},{""level"":5,""id"":""Strategist II""}]","[{""level"":1,""id"":""120260""},{""level"":2,""id"":""120259""}]",27SEP1961,01JAN1991,30APR2021,"$63,048 "
120270,US,Grezegorz Nuss,M,"[{""level"":1,""id"":""Concession""},{""level"":2,""id"":""Concession Management""},{""level"":3,""id"":""Concession Management""},{""level"":4,""id"":""Concession Management""},{""level"":5,""id"":""Concession Director""}]","[{""level"":1,""id"":""120261""},{""level"":2,""id"":""120259""}]",25MAR1971,01JAN1991,.,"$58,122 "
120271,US,Kenisha Winge,F,"[{""level"":1,""id"":""Concession""},{""level"":2,""id"":""Concession Management""},{""level"":3,""id"":""Concession Management""},{""level"":4,""id"":""Concession Management""},{""level"":5,""id"":""Concession Manager""}]","[{""level"":1,""id"":""120270""},{""level"":2,""id"":""120261""},{""level"":3,""id"":""120259""}]",06AUG1981,01SEP2003,.,"$52,362 "
120272,US,Febin Flow,M,"[{""level"":1,""id"":""Concession""},{""level"":2,""id"":""Concession Management""},{""level"":3,""id"":""Concession Management""},{""level"":4,""id"":""Eclipse""},{""level"":5,""id"":""Concession Consultant II""}]","[{""level"":1,""id"":""120271""},{""level"":2,""id"":""120270""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",15MAR1961,01JAN1991,.,"$41,268 "
120273,US,Doris Antonini,F,"[{""level"":1,""id"":""Concession""},{""level"":2,""id"":""Concession Management""},{""level"":3,""id"":""Concession Management""},{""level"":4,""id"":""Eclipse""},{""level"":5,""id"":""Concession Assistant III""}]","[{""level"":1,""id"":""120271""},{""level"":2,""id"":""120270""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",07JUN2003,01MAR2023,.,"$34,146 "
120274,US,Angela Landry,F,"[{""level"":1,""id"":""Concession""},{""level"":2,""id"":""Concession Management""},{""level"":3,""id"":""Concession Management""},{""level"":4,""id"":""Eclipse""},{""level"":5,""id"":""Concession Assistant I""}]","[{""level"":1,""id"":""120271""},{""level"":2,""id"":""120270""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",09JAN1981,01DEC2010,.,"$32,208 "
120275,US,Brandy Lattimer,F,"[{""level"":1,""id"":""Concession""},{""level"":2,""id"":""Concession Management""},{""level"":3,""id"":""Concession Management""},{""level"":4,""id"":""N.D. Gear""},{""level"":5,""id"":""Concession Consultant II""}]","[{""level"":1,""id"":""120271""},{""level"":2,""id"":""120270""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",27DEC1976,01OCT2001,.,"$38,634 "
120276,US,Nicholas Plybon,M,"[{""level"":1,""id"":""Concession""},{""level"":2,""id"":""Concession Management""},{""level"":3,""id"":""Concession Management""},{""level"":4,""id"":""N.D. Gear""},{""level"":5,""id"":""Concession Assistant II""}]","[{""level"":1,""id"":""120271""},{""level"":2,""id"":""120270""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",16DEC1961,01JAN1991,31MAY2020,"$33,708 "
120277,US,Wesley Shirts,F,"[{""level"":1,""id"":""Concession""},{""level"":2,""id"":""Concession Management""},{""level"":3,""id"":""Concession Management""},{""level"":4,""id"":""Tracker""},{""level"":5,""id"":""Concession Consultant I""}]","[{""level"":1,""id"":""120271""},{""level"":2,""id"":""120270""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",16AUG2005,01MAY2021,31MAY2022,"$39,174 "
120278,US,Binit Jongleux,M,"[{""level"":1,""id"":""Concession""},{""level"":2,""id"":""Concession Management""},{""level"":3,""id"":""Concession Management""},{""level"":4,""id"":""Tracker""},{""level"":5,""id"":""Concession Assistant III""}]","[{""level"":1,""id"":""120271""},{""level"":2,""id"":""120270""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",17DEC2003,01AUG2023,.,"$33,222 "
120279,US,Kareema Dunlap,F,"[{""level"":1,""id"":""Concession""},{""level"":2,""id"":""Concession Management""},{""level"":3,""id"":""International Concession""},{""level"":4,""id"":""International Concession""},{""level"":5,""id"":""Concession Consultant I","[{""level"":1,""id"":""120271""},{""level"":2,""id"":""120270""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",20OCT1986,01MAY2013,.,"$39,510 "
120280,US,Jaime Laurer,F,"[{""level"":1,""id"":""Concession""},{""level"":2,""id"":""Concession Management""},{""level"":3,""id"":""International Concession""},{""level"":4,""id"":""International Concession""},{""level"":5,""id"":""Concession Consultant I","[{""level"":1,""id"":""120271""},{""level"":2,""id"":""120270""},{""level"":3,""id"":""120261""},{""level"":4,""id"":""120259""}]",11NOV1981,01MAY2005,30JUN2019,"$44,316 "
120656,US,Salley Amos,F,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Logistics Management""},{""level"":3,""id"":""Logistics""},{""level"":4,""id"":""External""},{""level"":5,""id"":""Logistics Coordinator II""}]","[{""level"":1,""id"":""120660""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",28JAN1991,01MAR2016,.,"$51,084 "
120657,US,Theresa Weisbarth,F,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Logistics Management""},{""level"":3,""id"":""Logistics""},{""level"":4,""id"":""External""},{""level"":5,""id"":""Logistics Coordinator I""}]","[{""level"":1,""id"":""120660""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",07JAN1981,01NOV2007,.,"$43,332 "
120658,US,Kenneth Kennedy,M,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Logistics Management""},{""level"":3,""id"":""Logistics""},{""level"":4,""id"":""External""},{""level"":5,""id"":""Logistics Coordinator II""}]","[{""level"":1,""id"":""120660""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",20DEC1971,01FEB1998,.,"$50,982 "
120659,US,Jay Havasy,M,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Logistics Management""},{""level"":3,""id"":""Logistics""},{""level"":4,""id"":""Logistics""},{""level"":5,""id"":""Director""}]","[{""level"":1,""id"":""120259""}]",16JUL1966,01JAN1991,.,"$193,548 "
120660,US,Robert Smith,M,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Logistics Management""},{""level"":3,""id"":""Logistics""},{""level"":4,""id"":""Logistics""},{""level"":5,""id"":""Logistics Manager""}]","[{""level"":1,""id"":""120659""},{""level"":2,""id"":""120259""}]",06JUN1995,01MAR2022,.,"$73,350 "
120661,US,Cynthia Racine,F,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Logistics Management""},{""level"":3,""id"":""Logistics""},{""level"":4,""id"":""Logistics""},{""level"":5,""id"":""Senior Logistics Manager""}]","[{""level"":1,""id"":""120659""},{""level"":2,""id"":""120259""}]",27NOV1971,01JAN2001,30JUN2020,"$102,594 "
120662,US,Lemonica Burroughs,M,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Logistics Management""},{""level"":3,""id"":""Logistics""},{""level"":4,""id"":""Logistics""},{""level"":5,""id"":""Secretary II""}]","[{""level"":1,""id"":""120659""},{""level"":2,""id"":""120259""}]",25JUN2005,01NOV2023,.,"$32,454 "
120663,US,Anglar Kornblith,F,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Logistics Management""},{""level"":3,""id"":""Logistics""},{""level"":4,""id"":""Pricing""},{""level"":5,""id"":""Pricing Manager""}]","[{""level"":1,""id"":""120659""},{""level"":2,""id"":""120259""}]",26MAR1986,01MAR2014,.,"$67,662 "
120664,US,Brock Senchak,M,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Logistics Management""},{""level"":3,""id"":""Logistics""},{""level"":4,""id"":""Pricing""},{""level"":5,""id"":""Pricing Specialist""}]","[{""level"":1,""id"":""120663""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",18FEB1971,01MAY1992,.,"$57,126 "
120665,US,Jill Leacock,F,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Logistics Management""},{""level"":3,""id"":""Secretariat""},{""level"":4,""id"":""Import/Export""},{""level"":5,""id"":""Senior Logistics Manager""}]","[{""level"":1,""id"":""120659""},{""level"":2,""id"":""120259""}]",24OCT1991,01MAR2019,.,"$96,084 "
120666,US,John Onuscheck,M,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Logistics Management""},{""level"":3,""id"":""Secretariat""},{""level"":4,""id"":""Import/Export""},{""level"":5,""id"":""Logistics Manager""}]","[{""level"":1,""id"":""120659""},{""level"":2,""id"":""120259""}]",22JUN1986,01DEC2008,30APR2021,"$77,466 "
120667,US,Edwin Droste,M,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Logistics Management""},{""level"":3,""id"":""Secretariat""},{""level"":4,""id"":""Import/Export""},{""level"":5,""id"":""Office Assistant III""}]","[{""level"":1,""id"":""120666""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",21JUN1996,01FEB2023,.,"$35,976 "
120668,US,Thyland Dolan,M,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Logistics Management""},{""level"":3,""id"":""Secretariat""},{""level"":4,""id"":""Office Services""},{""level"":5,""id"":""Services Manager""}]","[{""level"":1,""id"":""120659""},{""level"":2,""id"":""120259""}]",23OCT1966,01DEC1995,.,"$57,342 "
120669,US,Ronald Hill,M,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Logistics Management""},{""level"":3,""id"":""Secretariat""},{""level"":4,""id"":""Office Services""},{""level"":5,""id"":""Services Assistant IV""}]","[{""level"":1,""id"":""120668""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",23JUL1961,01JAN1991,.,"$43,644 "
120670,US,Odudu Zisek,M,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Americas""},{""level"":5,""id"":""Shipping Manager""}]","[{""level"":1,""id"":""120659""},{""level"":2,""id"":""120259""}]",26MAR1961,01JAN1991,31DEC2019,"$78,504 "
120671,US,William Latty,M,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Americas""},{""level"":5,""id"":""Shipping Agent III""}]","[{""level"":1,""id"":""120670""},{""level"":2,""id"":""120659""},{""level"":3,""id"":""120259""}]",27MAY1971,01FEB2000,.,"$48,096 "
120672,AU,Verne Guscott,M,"[{""level"":1,""id"":""Logistics""},{""level"":2,""id"":""Stock & Shipping""},{""level"":3,""id"":""Stock & Shipping""},{""level"":4,""id"":""Stock & Shipping Asia/Pacific""},{""level"":5,""id"":""Shipping Manager""}]","[{""level"":1,""id"":""120659""},{""level"":2,""id"":""120259""}]",25AUG1981,01MAR2009,.,"$73,176 "
